priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,tier,manual_share_policy,msrp_note,status,ymm
"1507","toyota-sienna-2024-le-hybrid","2024","Toyota","Sienna","LE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2024 Toyota Sienna"
"1508","toyota-sienna-2024-xle-hybrid","2024","Toyota","Sienna","XLE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2024 Toyota Sienna"
"1509","toyota-sienna-2024-limited-hybrid","2024","Toyota","Sienna","Limited","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2024 Toyota Sienna"
"1510","toyota-sienna-2023-le-hybrid","2023","Toyota","Sienna","LE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2023 Toyota Sienna"
"1511","toyota-sienna-2023-xle-hybrid","2023","Toyota","Sienna","XLE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2023 Toyota Sienna"
"1512","toyota-sienna-2023-limited-hybrid","2023","Toyota","Sienna","Limited","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2023 Toyota Sienna"
"1513","toyota-sienna-2022-le-hybrid","2022","Toyota","Sienna","LE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2022 Toyota Sienna"
"1514","toyota-sienna-2022-xle-hybrid","2022","Toyota","Sienna","XLE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2022 Toyota Sienna"
"1515","toyota-sienna-2022-limited-hybrid","2022","Toyota","Sienna","Limited","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2022 Toyota Sienna"
"1516","toyota-sienna-2021-le-hybrid","2021","Toyota","Sienna","LE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2021 Toyota Sienna"
"1517","toyota-sienna-2021-xle-hybrid","2021","Toyota","Sienna","XLE","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2021 Toyota Sienna"
"1518","toyota-sienna-2021-limited-hybrid","2021","Toyota","Sienna","Limited","Hybrid","toyota","fixed_interval","volume_minivan","volume","","","target","2021 Toyota Sienna"
"1519","tesla-model-y-2025-long-range","2025","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2025 Tesla Model Y"
"1520","tesla-model-y-2025-performance","2025","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2025 Tesla Model Y"
"1521","tesla-model-y-2024-long-range","2024","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","volume","","","in_catalog","2024 Tesla Model Y"
"1522","tesla-model-y-2024-performance","2024","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2024 Tesla Model Y"
"1523","tesla-model-y-2023-long-range","2023","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2023 Tesla Model Y"
"1524","tesla-model-y-2023-performance","2023","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2023 Tesla Model Y"
"1525","tesla-model-y-2022-long-range","2022","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2022 Tesla Model Y"
"1526","tesla-model-y-2022-performance","2022","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2022 Tesla Model Y"
"1527","tesla-model-y-2021-long-range","2021","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2021 Tesla Model Y"
"1528","tesla-model-y-2021-performance","2021","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2021 Tesla Model Y"
"1529","tesla-model-y-2020-long-range","2020","Tesla","Model Y","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2020 Tesla Model Y"
"1530","tesla-model-y-2020-performance","2020","Tesla","Model Y","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2020 Tesla Model Y"
"1531","tesla-model-3-2025-standard-range","2025","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","volume","","","target","2025 Tesla Model 3"
"1532","tesla-model-3-2025-long-range","2025","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2025 Tesla Model 3"
"1533","tesla-model-3-2025-performance","2025","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2025 Tesla Model 3"
"1534","tesla-model-3-2024-standard-range","2024","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","volume","","","target","2024 Tesla Model 3"
"1535","tesla-model-3-2024-long-range","2024","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","volume","","","in_catalog","2024 Tesla Model 3"
"1536","tesla-model-3-2024-performance","2024","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2024 Tesla Model 3"
"1537","tesla-model-3-2023-standard-range","2023","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","volume","","","target","2023 Tesla Model 3"
"1538","tesla-model-3-2023-long-range","2023","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2023 Tesla Model 3"
"1539","tesla-model-3-2023-performance","2023","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2023 Tesla Model 3"
"1540","tesla-model-3-2022-standard-range","2022","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","volume","","","target","2022 Tesla Model 3"
"1541","tesla-model-3-2022-long-range","2022","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2022 Tesla Model 3"
"1542","tesla-model-3-2022-performance","2022","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2022 Tesla Model 3"
"1543","tesla-model-3-2021-standard-range","2021","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","volume","","","target","2021 Tesla Model 3"
"1544","tesla-model-3-2021-long-range","2021","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2021 Tesla Model 3"
"1545","tesla-model-3-2021-performance","2021","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2021 Tesla Model 3"
"1546","tesla-model-3-2020-standard-range","2020","Tesla","Model 3","Standard Range","","tesla","ev_simplified","volume_ev","volume","","","target","2020 Tesla Model 3"
"1547","tesla-model-3-2020-long-range","2020","Tesla","Model 3","Long Range","","tesla","ev_simplified","volume_ev","volume","","","target","2020 Tesla Model 3"
"1548","tesla-model-3-2020-performance","2020","Tesla","Model 3","Performance","","tesla","ev_simplified","volume_ev","volume","","","target","2020 Tesla Model 3"
"1549","hyundai-ioniq-5-2025-se","2025","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Hyundai IONIQ 5"
"1550","hyundai-ioniq-5-2025-sel","2025","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Hyundai IONIQ 5"
"1551","hyundai-ioniq-5-2025-limited","2025","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Hyundai IONIQ 5"
"1552","hyundai-ioniq-5-2024-se","2024","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Hyundai IONIQ 5"
"1553","hyundai-ioniq-5-2024-sel","2024","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Hyundai IONIQ 5"
"1554","hyundai-ioniq-5-2024-limited","2024","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Hyundai IONIQ 5"
"1555","hyundai-ioniq-5-2023-se","2023","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Hyundai IONIQ 5"
"1556","hyundai-ioniq-5-2023-sel","2023","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Hyundai IONIQ 5"
"1557","hyundai-ioniq-5-2023-limited","2023","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Hyundai IONIQ 5"
"1558","hyundai-ioniq-5-2022-se","2022","Hyundai","IONIQ 5","SE","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Hyundai IONIQ 5"
"1559","hyundai-ioniq-5-2022-sel","2022","Hyundai","IONIQ 5","SEL","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Hyundai IONIQ 5"
"1560","hyundai-ioniq-5-2022-limited","2022","Hyundai","IONIQ 5","Limited","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Hyundai IONIQ 5"
"1561","kia-ev6-2025-light","2025","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Kia EV6"
"1562","kia-ev6-2025-wind","2025","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Kia EV6"
"1563","kia-ev6-2025-gt-line","2025","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Kia EV6"
"1564","kia-ev6-2024-light","2024","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","volume","","","in_catalog","2024 Kia EV6"
"1565","kia-ev6-2024-wind","2024","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Kia EV6"
"1566","kia-ev6-2024-gt-line","2024","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Kia EV6"
"1567","kia-ev6-2023-light","2023","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Kia EV6"
"1568","kia-ev6-2023-wind","2023","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Kia EV6"
"1569","kia-ev6-2023-gt-line","2023","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Kia EV6"
"1570","kia-ev6-2022-light","2022","Kia","EV6","Light","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Kia EV6"
"1571","kia-ev6-2022-wind","2022","Kia","EV6","Wind","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Kia EV6"
"1572","kia-ev6-2022-gt-line","2022","Kia","EV6","GT-Line","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Kia EV6"
"1573","ford-mustang-mach-e-2025-select","2025","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Ford Mustang Mach-E"
"1574","ford-mustang-mach-e-2025-premium","2025","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Ford Mustang Mach-E"
"1575","ford-mustang-mach-e-2025-gt","2025","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Ford Mustang Mach-E"
"1576","ford-mustang-mach-e-2024-select","2024","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Ford Mustang Mach-E"
"1577","ford-mustang-mach-e-2024-premium","2024","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Ford Mustang Mach-E"
"1578","ford-mustang-mach-e-2024-gt","2024","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Ford Mustang Mach-E"
"1579","ford-mustang-mach-e-2023-select","2023","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Ford Mustang Mach-E"
"1580","ford-mustang-mach-e-2023-premium","2023","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Ford Mustang Mach-E"
"1581","ford-mustang-mach-e-2023-gt","2023","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Ford Mustang Mach-E"
"1582","ford-mustang-mach-e-2022-select","2022","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Ford Mustang Mach-E"
"1583","ford-mustang-mach-e-2022-premium","2022","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Ford Mustang Mach-E"
"1584","ford-mustang-mach-e-2022-gt","2022","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Ford Mustang Mach-E"
"1585","ford-mustang-mach-e-2021-select","2021","Ford","Mustang Mach-E","Select","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Ford Mustang Mach-E"
"1586","ford-mustang-mach-e-2021-premium","2021","Ford","Mustang Mach-E","Premium","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Ford Mustang Mach-E"
"1587","ford-mustang-mach-e-2021-gt","2021","Ford","Mustang Mach-E","GT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Ford Mustang Mach-E"
"1588","volkswagen-id-4-2025-pro","2025","Volkswagen","ID.4","Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Volkswagen ID.4"
"1589","volkswagen-id-4-2025-pro-s","2025","Volkswagen","ID.4","Pro S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Volkswagen ID.4"
"1590","volkswagen-id-4-2025-awd-pro","2025","Volkswagen","ID.4","AWD Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Volkswagen ID.4"
"1591","volkswagen-id-4-2024-pro","2024","Volkswagen","ID.4","Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Volkswagen ID.4"
"1592","volkswagen-id-4-2024-pro-s","2024","Volkswagen","ID.4","Pro S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Volkswagen ID.4"
"1593","volkswagen-id-4-2024-awd-pro","2024","Volkswagen","ID.4","AWD Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Volkswagen ID.4"
"1594","volkswagen-id-4-2023-pro","2023","Volkswagen","ID.4","Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Volkswagen ID.4"
"1595","volkswagen-id-4-2023-pro-s","2023","Volkswagen","ID.4","Pro S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Volkswagen ID.4"
"1596","volkswagen-id-4-2023-awd-pro","2023","Volkswagen","ID.4","AWD Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Volkswagen ID.4"
"1597","volkswagen-id-4-2022-pro","2022","Volkswagen","ID.4","Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Volkswagen ID.4"
"1598","volkswagen-id-4-2022-pro-s","2022","Volkswagen","ID.4","Pro S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Volkswagen ID.4"
"1599","volkswagen-id-4-2022-awd-pro","2022","Volkswagen","ID.4","AWD Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Volkswagen ID.4"
"1600","volkswagen-id-4-2021-pro","2021","Volkswagen","ID.4","Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Volkswagen ID.4"
"1601","volkswagen-id-4-2021-pro-s","2021","Volkswagen","ID.4","Pro S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Volkswagen ID.4"
"1602","volkswagen-id-4-2021-awd-pro","2021","Volkswagen","ID.4","AWD Pro","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Volkswagen ID.4"
"1603","chevrolet-bolt-ev-2023-1lt","2023","Chevrolet","Bolt EV","1LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Chevrolet Bolt EV"
"1604","chevrolet-bolt-ev-2023-2lt","2023","Chevrolet","Bolt EV","2LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Chevrolet Bolt EV"
"1605","chevrolet-bolt-ev-2022-1lt","2022","Chevrolet","Bolt EV","1LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Chevrolet Bolt EV"
"1606","chevrolet-bolt-ev-2022-2lt","2022","Chevrolet","Bolt EV","2LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Chevrolet Bolt EV"
"1607","chevrolet-bolt-ev-2021-1lt","2021","Chevrolet","Bolt EV","1LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Chevrolet Bolt EV"
"1608","chevrolet-bolt-ev-2021-2lt","2021","Chevrolet","Bolt EV","2LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Chevrolet Bolt EV"
"1609","chevrolet-bolt-ev-2020-1lt","2020","Chevrolet","Bolt EV","1LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2020 Chevrolet Bolt EV"
"1610","chevrolet-bolt-ev-2020-2lt","2020","Chevrolet","Bolt EV","2LT","","ev-generic","ev_simplified","volume_ev","volume","","","target","2020 Chevrolet Bolt EV"
"1611","nissan-leaf-2025-s","2025","Nissan","LEAF","S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Nissan LEAF"
"1612","nissan-leaf-2025-sv","2025","Nissan","LEAF","SV","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Nissan LEAF"
"1613","nissan-leaf-2025-sl-plus","2025","Nissan","LEAF","SL Plus","","ev-generic","ev_simplified","volume_ev","volume","","","target","2025 Nissan LEAF"
"1614","nissan-leaf-2024-s","2024","Nissan","LEAF","S","","ev-generic","ev_simplified","volume_ev","volume","","","in_catalog","2024 Nissan LEAF"
"1615","nissan-leaf-2024-sv","2024","Nissan","LEAF","SV","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Nissan LEAF"
"1616","nissan-leaf-2024-sl-plus","2024","Nissan","LEAF","SL Plus","","ev-generic","ev_simplified","volume_ev","volume","","","target","2024 Nissan LEAF"
"1617","nissan-leaf-2023-s","2023","Nissan","LEAF","S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Nissan LEAF"
"1618","nissan-leaf-2023-sv","2023","Nissan","LEAF","SV","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Nissan LEAF"
"1619","nissan-leaf-2023-sl-plus","2023","Nissan","LEAF","SL Plus","","ev-generic","ev_simplified","volume_ev","volume","","","target","2023 Nissan LEAF"
"1620","nissan-leaf-2022-s","2022","Nissan","LEAF","S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Nissan LEAF"
"1621","nissan-leaf-2022-sv","2022","Nissan","LEAF","SV","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Nissan LEAF"
"1622","nissan-leaf-2022-sl-plus","2022","Nissan","LEAF","SL Plus","","ev-generic","ev_simplified","volume_ev","volume","","","target","2022 Nissan LEAF"
"1623","nissan-leaf-2021-s","2021","Nissan","LEAF","S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Nissan LEAF"
"1624","nissan-leaf-2021-sv","2021","Nissan","LEAF","SV","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Nissan LEAF"
"1625","nissan-leaf-2021-sl-plus","2021","Nissan","LEAF","SL Plus","","ev-generic","ev_simplified","volume_ev","volume","","","target","2021 Nissan LEAF"
"1626","nissan-leaf-2020-s","2020","Nissan","LEAF","S","","ev-generic","ev_simplified","volume_ev","volume","","","target","2020 Nissan LEAF"
"1627","nissan-leaf-2020-sv","2020","Nissan","LEAF","SV","","ev-generic","ev_simplified","volume_ev","volume","","","target","2020 Nissan LEAF"
"1628","nissan-leaf-2020-sl-plus","2020","Nissan","LEAF","SL Plus","","ev-generic","ev_simplified","volume_ev","volume","","","target","2020 Nissan LEAF"
"1629","nissan-pathfinder-2025-s","2025","Nissan","Pathfinder","S","","nissan","fixed_interval","volume_suv","volume","","","target","2025 Nissan Pathfinder"
"1630","nissan-pathfinder-2025-sv","2025","Nissan","Pathfinder","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2025 Nissan Pathfinder"
"1631","nissan-pathfinder-2025-platinum","2025","Nissan","Pathfinder","Platinum","","nissan","fixed_interval","volume_suv","volume","","","target","2025 Nissan Pathfinder"
"1632","nissan-pathfinder-2024-s","2024","Nissan","Pathfinder","S","","nissan","fixed_interval","volume_suv","volume","","","target","2024 Nissan Pathfinder"
"1633","nissan-pathfinder-2024-sv","2024","Nissan","Pathfinder","SV","","nissan","fixed_interval","volume_suv","volume","","","in_catalog","2024 Nissan Pathfinder"
"1634","nissan-pathfinder-2024-platinum","2024","Nissan","Pathfinder","Platinum","","nissan","fixed_interval","volume_suv","volume","","","target","2024 Nissan Pathfinder"
"1635","nissan-pathfinder-2023-s","2023","Nissan","Pathfinder","S","","nissan","fixed_interval","volume_suv","volume","","","target","2023 Nissan Pathfinder"
"1636","nissan-pathfinder-2023-sv","2023","Nissan","Pathfinder","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2023 Nissan Pathfinder"
"1637","nissan-pathfinder-2023-platinum","2023","Nissan","Pathfinder","Platinum","","nissan","fixed_interval","volume_suv","volume","","","target","2023 Nissan Pathfinder"
"1638","nissan-pathfinder-2022-s","2022","Nissan","Pathfinder","S","","nissan","fixed_interval","volume_suv","volume","","","target","2022 Nissan Pathfinder"
"1639","nissan-pathfinder-2022-sv","2022","Nissan","Pathfinder","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2022 Nissan Pathfinder"
"1640","nissan-pathfinder-2022-platinum","2022","Nissan","Pathfinder","Platinum","","nissan","fixed_interval","volume_suv","volume","","","target","2022 Nissan Pathfinder"
"1641","nissan-pathfinder-2021-s","2021","Nissan","Pathfinder","S","","nissan","fixed_interval","volume_suv","volume","","","target","2021 Nissan Pathfinder"
"1642","nissan-pathfinder-2021-sv","2021","Nissan","Pathfinder","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2021 Nissan Pathfinder"
"1643","nissan-pathfinder-2021-platinum","2021","Nissan","Pathfinder","Platinum","","nissan","fixed_interval","volume_suv","volume","","","target","2021 Nissan Pathfinder"
"1644","nissan-pathfinder-2020-s","2020","Nissan","Pathfinder","S","","nissan","fixed_interval","volume_suv","volume","","","target","2020 Nissan Pathfinder"
"1645","nissan-pathfinder-2020-sv","2020","Nissan","Pathfinder","SV","","nissan","fixed_interval","volume_suv","volume","","","target","2020 Nissan Pathfinder"
"1646","nissan-pathfinder-2020-platinum","2020","Nissan","Pathfinder","Platinum","","nissan","fixed_interval","volume_suv","volume","","","target","2020 Nissan Pathfinder"
"1647","mazda-3-2025-select","2025","Mazda","3","Select","","mazda","fixed_interval","volume_sedan","volume","","","target","2025 Mazda 3"
"1648","mazda-3-2025-preferred","2025","Mazda","3","Preferred","","mazda","fixed_interval","volume_sedan","volume","","","target","2025 Mazda 3"
"1649","mazda-3-2025-premium","2025","Mazda","3","Premium","","mazda","fixed_interval","volume_sedan","volume","","","target","2025 Mazda 3"
"1650","mazda-3-2024-select","2024","Mazda","3","Select","","mazda","fixed_interval","volume_sedan","volume","","","target","2024 Mazda 3"
"1651","mazda-3-2024-preferred","2024","Mazda","3","Preferred","","mazda","fixed_interval","volume_sedan","volume","","","target","2024 Mazda 3"
"1652","mazda-3-2024-premium","2024","Mazda","3","Premium","","mazda","fixed_interval","volume_sedan","volume","","","target","2024 Mazda 3"
"1653","mazda-3-2023-select","2023","Mazda","3","Select","","mazda","fixed_interval","volume_sedan","volume","","","target","2023 Mazda 3"
"1654","mazda-3-2023-preferred","2023","Mazda","3","Preferred","","mazda","fixed_interval","volume_sedan","volume","","","target","2023 Mazda 3"
"1655","mazda-3-2023-premium","2023","Mazda","3","Premium","","mazda","fixed_interval","volume_sedan","volume","","","target","2023 Mazda 3"
"1656","mazda-3-2022-select","2022","Mazda","3","Select","","mazda","fixed_interval","volume_sedan","volume","","","target","2022 Mazda 3"
"1657","mazda-3-2022-preferred","2022","Mazda","3","Preferred","","mazda","fixed_interval","volume_sedan","volume","","","target","2022 Mazda 3"
"1658","mazda-3-2022-premium","2022","Mazda","3","Premium","","mazda","fixed_interval","volume_sedan","volume","","","target","2022 Mazda 3"
"1659","mazda-3-2021-select","2021","Mazda","3","Select","","mazda","fixed_interval","volume_sedan","volume","","","target","2021 Mazda 3"
"1660","mazda-3-2021-preferred","2021","Mazda","3","Preferred","","mazda","fixed_interval","volume_sedan","volume","","","target","2021 Mazda 3"
"1661","mazda-3-2021-premium","2021","Mazda","3","Premium","","mazda","fixed_interval","volume_sedan","volume","","","target","2021 Mazda 3"
"1662","mazda-3-2020-select","2020","Mazda","3","Select","","mazda","fixed_interval","volume_sedan","volume","","","target","2020 Mazda 3"
"1663","mazda-3-2020-preferred","2020","Mazda","3","Preferred","","mazda","fixed_interval","volume_sedan","volume","","","target","2020 Mazda 3"
"1664","mazda-3-2020-premium","2020","Mazda","3","Premium","","mazda","fixed_interval","volume_sedan","volume","","","target","2020 Mazda 3"
"1665","mazda-cx-50-2025-select","2025","Mazda","CX-50","Select","","mazda","fixed_interval","volume_suv","volume","","","target","2025 Mazda CX-50"
"1666","mazda-cx-50-2025-preferred","2025","Mazda","CX-50","Preferred","","mazda","fixed_interval","volume_suv","volume","","","target","2025 Mazda CX-50"
"1667","mazda-cx-50-2025-premium","2025","Mazda","CX-50","Premium","","mazda","fixed_interval","volume_suv","volume","","","target","2025 Mazda CX-50"
"1668","mazda-cx-50-2024-select","2024","Mazda","CX-50","Select","","mazda","fixed_interval","volume_suv","volume","","","target","2024 Mazda CX-50"
"1669","mazda-cx-50-2024-preferred","2024","Mazda","CX-50","Preferred","","mazda","fixed_interval","volume_suv","volume","","","target","2024 Mazda CX-50"
"1670","mazda-cx-50-2024-premium","2024","Mazda","CX-50","Premium","","mazda","fixed_interval","volume_suv","volume","","","target","2024 Mazda CX-50"
"1671","mazda-cx-50-2023-select","2023","Mazda","CX-50","Select","","mazda","fixed_interval","volume_suv","volume","","","target","2023 Mazda CX-50"
"1672","mazda-cx-50-2023-preferred","2023","Mazda","CX-50","Preferred","","mazda","fixed_interval","volume_suv","volume","","","target","2023 Mazda CX-50"
"1673","mazda-cx-50-2023-premium","2023","Mazda","CX-50","Premium","","mazda","fixed_interval","volume_suv","volume","","","target","2023 Mazda CX-50"
"1674","jeep-grand-cherokee-2025-laredo","2025","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","volume","","","target","2025 Jeep Grand Cherokee"
"1675","jeep-grand-cherokee-2025-limited","2025","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","volume","","","target","2025 Jeep Grand Cherokee"
"1676","jeep-grand-cherokee-2025-overland","2025","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","volume","","","target","2025 Jeep Grand Cherokee"
"1677","jeep-grand-cherokee-2024-laredo","2024","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","volume","","","in_catalog","2024 Jeep Grand Cherokee"
"1678","jeep-grand-cherokee-2024-limited","2024","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","volume","","","target","2024 Jeep Grand Cherokee"
"1679","jeep-grand-cherokee-2024-overland","2024","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","volume","","","target","2024 Jeep Grand Cherokee"
"1680","jeep-grand-cherokee-2023-laredo","2023","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","volume","","","target","2023 Jeep Grand Cherokee"
"1681","jeep-grand-cherokee-2023-limited","2023","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","volume","","","target","2023 Jeep Grand Cherokee"
"1682","jeep-grand-cherokee-2023-overland","2023","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","volume","","","target","2023 Jeep Grand Cherokee"
"1683","jeep-grand-cherokee-2022-laredo","2022","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","volume","","","target","2022 Jeep Grand Cherokee"
