priority,pack_id,year,make,model,trim,powertrain,oem_family,schedule_kind,segment,manual_share_policy,retry_kind,v1_blocked_reason
"1689","jeep-grand-cherokee-2020-laredo","2020","Jeep","Grand Cherokee","Laredo","","jeep","fixed_interval","volume_suv","","tier_d","Mopar provides the schedule in dynamic HTML owner information; no direct PDF was verified for this model-year."
"1690","jeep-grand-cherokee-2020-limited","2020","Jeep","Grand Cherokee","Limited","","jeep","fixed_interval","volume_suv","","tier_d","Mopar provides the schedule in dynamic HTML owner information; no direct PDF was verified for this model-year."
"1691","jeep-grand-cherokee-2020-overland","2020","Jeep","Grand Cherokee","Overland","","jeep","fixed_interval","volume_suv","","tier_d","Mopar provides the schedule in dynamic HTML owner information; no direct PDF was verified for this model-year."
"1695","ford-bronco-sport-2024-base","2024","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1696","ford-bronco-sport-2024-big-bend","2024","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1697","ford-bronco-sport-2024-outer-banks","2024","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1698","ford-bronco-sport-2023-base","2023","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1699","ford-bronco-sport-2023-big-bend","2023","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1700","ford-bronco-sport-2023-outer-banks","2023","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1701","ford-bronco-sport-2022-base","2022","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1702","ford-bronco-sport-2022-big-bend","2022","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1703","ford-bronco-sport-2022-outer-banks","2022","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1704","ford-bronco-sport-2021-base","2021","Ford","Bronco Sport","Base","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1705","ford-bronco-sport-2021-big-bend","2021","Ford","Bronco Sport","Big Bend","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1706","ford-bronco-sport-2021-outer-banks","2021","Ford","Bronco Sport","Outer Banks","","ford","fixed_interval","volume_suv","","tier_d","No stable direct Ford USA PDF URL verified for this model-year."
"1707","volkswagen-tiguan-2025-s","2025","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1708","volkswagen-tiguan-2025-se","2025","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1709","volkswagen-tiguan-2025-sel-r-line","2025","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1710","volkswagen-tiguan-2024-s","2024","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1711","volkswagen-tiguan-2024-se","2024","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1712","volkswagen-tiguan-2024-sel-r-line","2024","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1713","volkswagen-tiguan-2023-s","2023","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1714","volkswagen-tiguan-2023-se","2023","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1715","volkswagen-tiguan-2023-sel-r-line","2023","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1716","volkswagen-tiguan-2022-s","2022","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1717","volkswagen-tiguan-2022-se","2022","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1718","volkswagen-tiguan-2022-sel-r-line","2022","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1719","volkswagen-tiguan-2021-s","2021","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1720","volkswagen-tiguan-2021-se","2021","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1721","volkswagen-tiguan-2021-sel-r-line","2021","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1722","volkswagen-tiguan-2020-s","2020","Volkswagen","Tiguan","S","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1723","volkswagen-tiguan-2020-se","2020","Volkswagen","Tiguan","SE","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1724","volkswagen-tiguan-2020-sel-r-line","2020","Volkswagen","Tiguan","SEL R-Line","","vw","fixed_interval","volume_suv","","tier_d","Volkswagen USA exposes maintenance through digital owner resources; no direct PDF with extractable schedule content was verified."
"1725","hyundai-palisade-2025-se","2025","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1726","hyundai-palisade-2025-sel","2025","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1727","hyundai-palisade-2025-limited","2025","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1728","hyundai-palisade-2024-se","2024","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1729","hyundai-palisade-2024-sel","2024","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1730","hyundai-palisade-2024-limited","2024","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1731","hyundai-palisade-2023-se","2023","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1732","hyundai-palisade-2023-sel","2023","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1733","hyundai-palisade-2023-limited","2023","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1734","hyundai-palisade-2022-se","2022","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1735","hyundai-palisade-2022-sel","2022","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1736","hyundai-palisade-2022-limited","2022","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1737","hyundai-palisade-2021-se","2021","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1738","hyundai-palisade-2021-sel","2021","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1739","hyundai-palisade-2021-limited","2021","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1740","hyundai-palisade-2020-se","2020","Hyundai","Palisade","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1741","hyundai-palisade-2020-sel","2020","Hyundai","Palisade","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1742","hyundai-palisade-2020-limited","2020","Hyundai","Palisade","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1743","kia-sorento-2025-lx","2025","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1744","kia-sorento-2025-ex","2025","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1745","kia-sorento-2025-sx","2025","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1746","kia-sorento-2024-lx","2024","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1747","kia-sorento-2024-ex","2024","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1748","kia-sorento-2024-sx","2024","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1749","kia-sorento-2023-lx","2023","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1750","kia-sorento-2023-ex","2023","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1751","kia-sorento-2023-sx","2023","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1752","kia-sorento-2022-lx","2022","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1753","kia-sorento-2022-ex","2022","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1754","kia-sorento-2022-sx","2022","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1755","kia-sorento-2021-lx","2021","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1756","kia-sorento-2021-ex","2021","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1757","kia-sorento-2021-sx","2021","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1758","kia-sorento-2020-lx","2020","Kia","Sorento","LX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1759","kia-sorento-2020-ex","2020","Kia","Sorento","EX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1760","kia-sorento-2020-sx","2020","Kia","Sorento","SX","","kia","fixed_interval","volume_suv","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1761","kia-forte-2025-fe","2025","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1762","kia-forte-2025-lxs","2025","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1763","kia-forte-2025-gt-line","2025","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1764","kia-forte-2024-fe","2024","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1765","kia-forte-2024-lxs","2024","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1766","kia-forte-2024-gt-line","2024","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1767","kia-forte-2023-fe","2023","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1768","kia-forte-2023-lxs","2023","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1769","kia-forte-2023-gt-line","2023","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1770","kia-forte-2022-fe","2022","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1771","kia-forte-2022-lxs","2022","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1772","kia-forte-2022-gt-line","2022","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1773","kia-forte-2021-fe","2021","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1774","kia-forte-2021-lxs","2021","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1775","kia-forte-2021-gt-line","2021","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1776","kia-forte-2020-fe","2020","Kia","Forte","FE","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1777","kia-forte-2020-lxs","2020","Kia","Forte","LXS","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1778","kia-forte-2020-gt-line","2020","Kia","Forte","GT-Line","","kia","fixed_interval","volume_sedan","","tier_d","Kia owner literature is served through a dynamic vehicle/manual portal; no stable direct US maintenance PDF was verified."
"1797","toyota-venza-2025-le-hybrid","2025","Toyota","Venza","LE","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1798","toyota-venza-2025-xle-hybrid","2025","Toyota","Venza","XLE","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1799","toyota-venza-2025-limited-hybrid","2025","Toyota","Venza","Limited","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1800","toyota-venza-2024-le-hybrid","2024","Toyota","Venza","LE","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1801","toyota-venza-2024-xle-hybrid","2024","Toyota","Venza","XLE","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1802","toyota-venza-2024-limited-hybrid","2024","Toyota","Venza","Limited","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1803","toyota-venza-2023-le-hybrid","2023","Toyota","Venza","LE","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1804","toyota-venza-2023-xle-hybrid","2023","Toyota","Venza","XLE","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1805","toyota-venza-2023-limited-hybrid","2023","Toyota","Venza","Limited","Hybrid","toyota","fixed_interval","volume_suv","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1816","toyota-bz4x-2023-xle","2023","Toyota","bZ4X","XLE","","ev-generic","ev_simplified","volume_ev","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1817","toyota-bz4x-2023-limited","2023","Toyota","bZ4X","Limited","","ev-generic","ev_simplified","volume_ev","","tier_d","Candidate failed required PDF checks (HTTP 403; content-type application/xml; magic <?xml; size 0 bytes). No alternate direct OEM PDF was verified."
"1818","hyundai-sonata-2025-se","2025","Hyundai","Sonata","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1819","hyundai-sonata-2025-sel","2025","Hyundai","Sonata","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1820","hyundai-sonata-2025-limited","2025","Hyundai","Sonata","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1821","hyundai-sonata-2024-se","2024","Hyundai","Sonata","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1822","hyundai-sonata-2024-sel","2024","Hyundai","Sonata","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1823","hyundai-sonata-2024-limited","2024","Hyundai","Sonata","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1824","hyundai-sonata-2023-se","2023","Hyundai","Sonata","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1825","hyundai-sonata-2023-sel","2023","Hyundai","Sonata","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1826","hyundai-sonata-2023-limited","2023","Hyundai","Sonata","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1827","hyundai-sonata-2022-se","2022","Hyundai","Sonata","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1828","hyundai-sonata-2022-sel","2022","Hyundai","Sonata","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1829","hyundai-sonata-2022-limited","2022","Hyundai","Sonata","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1830","hyundai-sonata-2021-se","2021","Hyundai","Sonata","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1831","hyundai-sonata-2021-sel","2021","Hyundai","Sonata","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1832","hyundai-sonata-2021-limited","2021","Hyundai","Sonata","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1833","hyundai-sonata-2020-se","2020","Hyundai","Sonata","SE","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1834","hyundai-sonata-2020-sel","2020","Hyundai","Sonata","SEL","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1835","hyundai-sonata-2020-limited","2020","Hyundai","Sonata","Limited","","hyundai","fixed_interval","volume_sedan","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1836","hyundai-kona-2025-se","2025","Hyundai","Kona","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1837","hyundai-kona-2025-sel","2025","Hyundai","Kona","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1838","hyundai-kona-2025-limited","2025","Hyundai","Kona","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1839","hyundai-kona-2024-se","2024","Hyundai","Kona","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1840","hyundai-kona-2024-sel","2024","Hyundai","Kona","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1841","hyundai-kona-2024-limited","2024","Hyundai","Kona","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1842","hyundai-kona-2023-se","2023","Hyundai","Kona","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1843","hyundai-kona-2023-sel","2023","Hyundai","Kona","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1844","hyundai-kona-2023-limited","2023","Hyundai","Kona","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1845","hyundai-kona-2022-se","2022","Hyundai","Kona","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1846","hyundai-kona-2022-sel","2022","Hyundai","Kona","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1847","hyundai-kona-2022-limited","2022","Hyundai","Kona","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1848","hyundai-kona-2021-se","2021","Hyundai","Kona","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1849","hyundai-kona-2021-sel","2021","Hyundai","Kona","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1850","hyundai-kona-2021-limited","2021","Hyundai","Kona","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1851","hyundai-kona-2020-se","2020","Hyundai","Kona","SE","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1852","hyundai-kona-2020-sel","2020","Hyundai","Kona","SEL","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
"1853","hyundai-kona-2020-limited","2020","Hyundai","Kona","Limited","","hyundai","fixed_interval","volume_suv","","tier_d","Hyundai MyHyundai manuals require a VIN/account-aware portal selection; no stable direct US PDF was verified."
