priority,pack_id,year,make,model,trim,powertrain,segment,oem_family,schedule_kind,source_tier,primary_pdf_url,alternate_pdf_urls,manual_type,maintenance_section_title,manual_share_applied,shared_from_pack_id,estimated_pdf_pages,http_status,content_type,sha256_if_downloaded,confidence,notes,blocked_reason
"1604","chevrolet-bolt-ev-2023-2lt","2023","Chevrolet","Bolt EV","2LT","","volume_ev","ev-generic","ev_simplified","B","https://contentdelivery.ext.gm.com/content/dam/cope/en_us/public/pdf_assets/active/owners_manuals_browse/2023/23_CHEV_Bolt_EV_OM_en_US_U_84953304C_2023MAR10_3P.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","chevrolet-bolt-ev-2023-1lt","310","200","application/pdf","2791a586ccad2634e1512de0e5d85080a0ee7397b9a6ffc0c472aeff5f6bbf95","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 7211347 bytes, SHA-256 2791a586ccad2634e1512de0e5d85080a0ee7397b9a6ffc0c472aeff5f6bbf95. OEM host contentdelivery.ext.gm.com; extracted text confirms 2023 Bolt EV applicability and a complete maintenance section. Same validated document shared from chevrolet-bolt-ev-2023-1lt.",""
"1609","chevrolet-bolt-ev-2020-1lt","2020","Chevrolet","Bolt EV","1LT","","volume_ev","ev-generic","ev_simplified","C","https://manuals.startmycar.com/published/Chevrolet-Bolt-EV_2020_EN-US_US_766f15128a.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","347","200","application/pdf","d811495f0a95d491283b37921c3a10437e5f81b3ae19c45d9d0b18ddc5123d4c","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 5983105 bytes, SHA-256 d811495f0a95d491283b37921c3a10437e5f81b3ae19c45d9d0b18ddc5123d4c. Tier C mirror host manuals.startmycar.com; PDF text identifies Chevrolet as publisher and confirms 2020 Bolt EV applicability. Primary validation row for this document.",""
"1610","chevrolet-bolt-ev-2020-2lt","2020","Chevrolet","Bolt EV","2LT","","volume_ev","ev-generic","ev_simplified","C","https://manuals.startmycar.com/published/Chevrolet-Bolt-EV_2020_EN-US_US_766f15128a.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","chevrolet-bolt-ev-2020-1lt","347","200","application/pdf","d811495f0a95d491283b37921c3a10437e5f81b3ae19c45d9d0b18ddc5123d4c","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 5983105 bytes, SHA-256 d811495f0a95d491283b37921c3a10437e5f81b3ae19c45d9d0b18ddc5123d4c. Tier C mirror host manuals.startmycar.com; PDF text identifies Chevrolet as publisher and confirms 2020 Bolt EV applicability. Same validated document shared from chevrolet-bolt-ev-2020-1lt.",""
"1641","nissan-pathfinder-2021-s","2021","Nissan","Pathfinder","S","","volume_suv","nissan","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1642","nissan-pathfinder-2021-sv","2021","Nissan","Pathfinder","SV","","volume_suv","nissan","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1643","nissan-pathfinder-2021-platinum","2021","Nissan","Pathfinder","Platinum","","volume_suv","nissan","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1647","mazda-3-2025-select","2025","Mazda","3","Select","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2025/m3s/2025-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","635","200","application/pdf","a1d06c52b6885528758f48eb69d494c4653e1d96477282159dda8c3676b63d64","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 29161329 bytes, SHA-256 a1d06c52b6885528758f48eb69d494c4653e1d96477282159dda8c3676b63d64. OEM host www.mazdausa.com; extracted text confirms 2025 3 applicability and a complete maintenance section. Primary validation row for this document.",""
"1648","mazda-3-2025-preferred","2025","Mazda","3","Preferred","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2025/m3s/2025-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2025-select","635","200","application/pdf","a1d06c52b6885528758f48eb69d494c4653e1d96477282159dda8c3676b63d64","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 29161329 bytes, SHA-256 a1d06c52b6885528758f48eb69d494c4653e1d96477282159dda8c3676b63d64. OEM host www.mazdausa.com; extracted text confirms 2025 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2025-select.",""
"1649","mazda-3-2025-premium","2025","Mazda","3","Premium","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2025/m3s/2025-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2025-select","635","200","application/pdf","a1d06c52b6885528758f48eb69d494c4653e1d96477282159dda8c3676b63d64","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 29161329 bytes, SHA-256 a1d06c52b6885528758f48eb69d494c4653e1d96477282159dda8c3676b63d64. OEM host www.mazdausa.com; extracted text confirms 2025 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2025-select.",""
"1650","mazda-3-2024-select","2024","Mazda","3","Select","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2024/m3s/2024-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","619","200","application/pdf","d9cdccfd5d0be53575468c1bdb4a35106fec159c9a2f260ec2394a6367f84a24","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 28680586 bytes, SHA-256 d9cdccfd5d0be53575468c1bdb4a35106fec159c9a2f260ec2394a6367f84a24. OEM host www.mazdausa.com; extracted text confirms 2024 3 applicability and a complete maintenance section. Primary validation row for this document.",""
"1651","mazda-3-2024-preferred","2024","Mazda","3","Preferred","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2024/m3s/2024-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2024-select","619","200","application/pdf","d9cdccfd5d0be53575468c1bdb4a35106fec159c9a2f260ec2394a6367f84a24","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 28680586 bytes, SHA-256 d9cdccfd5d0be53575468c1bdb4a35106fec159c9a2f260ec2394a6367f84a24. OEM host www.mazdausa.com; extracted text confirms 2024 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2024-select.",""
"1652","mazda-3-2024-premium","2024","Mazda","3","Premium","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2024/m3s/2024-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2024-select","619","200","application/pdf","d9cdccfd5d0be53575468c1bdb4a35106fec159c9a2f260ec2394a6367f84a24","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 28680586 bytes, SHA-256 d9cdccfd5d0be53575468c1bdb4a35106fec159c9a2f260ec2394a6367f84a24. OEM host www.mazdausa.com; extracted text confirms 2024 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2024-select.",""
"1653","mazda-3-2023-select","2023","Mazda","3","Select","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2023/m3s/2023-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","623","200","application/pdf","f4210a6c3d6a740bc069d9fc05ae29e3d72634516fe99e6e730ac008797869f8","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 29079381 bytes, SHA-256 f4210a6c3d6a740bc069d9fc05ae29e3d72634516fe99e6e730ac008797869f8. OEM host www.mazdausa.com; extracted text confirms 2023 3 applicability and a complete maintenance section. Primary validation row for this document.",""
"1654","mazda-3-2023-preferred","2023","Mazda","3","Preferred","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2023/m3s/2023-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2023-select","623","200","application/pdf","f4210a6c3d6a740bc069d9fc05ae29e3d72634516fe99e6e730ac008797869f8","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 29079381 bytes, SHA-256 f4210a6c3d6a740bc069d9fc05ae29e3d72634516fe99e6e730ac008797869f8. OEM host www.mazdausa.com; extracted text confirms 2023 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2023-select.",""
"1655","mazda-3-2023-premium","2023","Mazda","3","Premium","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2023/m3s/2023-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2023-select","623","200","application/pdf","f4210a6c3d6a740bc069d9fc05ae29e3d72634516fe99e6e730ac008797869f8","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 29079381 bytes, SHA-256 f4210a6c3d6a740bc069d9fc05ae29e3d72634516fe99e6e730ac008797869f8. OEM host www.mazdausa.com; extracted text confirms 2023 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2023-select.",""
"1656","mazda-3-2022-select","2022","Mazda","3","Select","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2022/m3s/2022-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","627","200","application/pdf","88c317726f71e086ae306f956a087f6caef27b68a9ad59e4b47b103c80a47805","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 95938006 bytes, SHA-256 88c317726f71e086ae306f956a087f6caef27b68a9ad59e4b47b103c80a47805. OEM host www.mazdausa.com; extracted text confirms 2022 3 applicability and a complete maintenance section. Primary validation row for this document.",""
"1657","mazda-3-2022-preferred","2022","Mazda","3","Preferred","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2022/m3s/2022-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2022-select","627","200","application/pdf","88c317726f71e086ae306f956a087f6caef27b68a9ad59e4b47b103c80a47805","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 95938006 bytes, SHA-256 88c317726f71e086ae306f956a087f6caef27b68a9ad59e4b47b103c80a47805. OEM host www.mazdausa.com; extracted text confirms 2022 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2022-select.",""
"1658","mazda-3-2022-premium","2022","Mazda","3","Premium","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2022/m3s/2022-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2022-select","627","200","application/pdf","88c317726f71e086ae306f956a087f6caef27b68a9ad59e4b47b103c80a47805","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 95938006 bytes, SHA-256 88c317726f71e086ae306f956a087f6caef27b68a9ad59e4b47b103c80a47805. OEM host www.mazdausa.com; extracted text confirms 2022 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2022-select.",""
"1659","mazda-3-2021-select","2021","Mazda","3","Select","","volume_sedan","mazda","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1660","mazda-3-2021-preferred","2021","Mazda","3","Preferred","","volume_sedan","mazda","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1661","mazda-3-2021-premium","2021","Mazda","3","Premium","","volume_sedan","mazda","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No qualifying public US-market OEM or attributable mirror PDF passed byte, identity, and maintenance-section validation for this exact model year/model. Candidate checks: request-failed: fetch failed."
"1662","mazda-3-2020-select","2020","Mazda","3","Select","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2020/m3s/2020-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","599","200","application/pdf","845161b7a5fbe9321e35f59cf5c87f6c772ee73fba952f4bcdcd923aa161c39f","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 94177796 bytes, SHA-256 845161b7a5fbe9321e35f59cf5c87f6c772ee73fba952f4bcdcd923aa161c39f. OEM host www.mazdausa.com; extracted text confirms 2020 3 applicability and a complete maintenance section. Primary validation row for this document.",""
"1663","mazda-3-2020-preferred","2020","Mazda","3","Preferred","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2020/m3s/2020-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2020-select","599","200","application/pdf","845161b7a5fbe9321e35f59cf5c87f6c772ee73fba952f4bcdcd923aa161c39f","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 94177796 bytes, SHA-256 845161b7a5fbe9321e35f59cf5c87f6c772ee73fba952f4bcdcd923aa161c39f. OEM host www.mazdausa.com; extracted text confirms 2020 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2020-select.",""
"1664","mazda-3-2020-premium","2020","Mazda","3","Premium","","volume_sedan","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2020/m3s/2020-mazda3-hatchback-sedan-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-3-2020-select","599","200","application/pdf","845161b7a5fbe9321e35f59cf5c87f6c772ee73fba952f4bcdcd923aa161c39f","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 94177796 bytes, SHA-256 845161b7a5fbe9321e35f59cf5c87f6c772ee73fba952f4bcdcd923aa161c39f. OEM host www.mazdausa.com; extracted text confirms 2020 3 applicability and a complete maintenance section. Same validated document shared from mazda-3-2020-select.",""
"1668","mazda-cx-50-2024-select","2024","Mazda","CX-50","Select","","volume_suv","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2024/cx-50/2024-cx-50-vehicle-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","583","200","application/pdf","8306d5f257e46a528f7578fe749a30885696c667fcc55d57d4440a439be22d0f","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 90921289 bytes, SHA-256 8306d5f257e46a528f7578fe749a30885696c667fcc55d57d4440a439be22d0f. OEM host www.mazdausa.com; extracted text confirms 2024 CX-50 applicability and a complete maintenance section. Primary validation row for this document.",""
"1669","mazda-cx-50-2024-preferred","2024","Mazda","CX-50","Preferred","","volume_suv","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2024/cx-50/2024-cx-50-vehicle-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-cx-50-2024-select","583","200","application/pdf","8306d5f257e46a528f7578fe749a30885696c667fcc55d57d4440a439be22d0f","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 90921289 bytes, SHA-256 8306d5f257e46a528f7578fe749a30885696c667fcc55d57d4440a439be22d0f. OEM host www.mazdausa.com; extracted text confirms 2024 CX-50 applicability and a complete maintenance section. Same validated document shared from mazda-cx-50-2024-select.",""
"1670","mazda-cx-50-2024-premium","2024","Mazda","CX-50","Premium","","volume_suv","mazda","fixed_interval","B","https://www.mazdausa.com/siteassets/global-resources/vehicle-resources/owner-manuals/2024/cx-50/2024-cx-50-vehicle-owners-manual.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","mazda-cx-50-2024-select","583","200","application/pdf","8306d5f257e46a528f7578fe749a30885696c667fcc55d57d4440a439be22d0f","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 90921289 bytes, SHA-256 8306d5f257e46a528f7578fe749a30885696c667fcc55d57d4440a439be22d0f. OEM host www.mazdausa.com; extracted text confirms 2024 CX-50 applicability and a complete maintenance section. Same validated document shared from mazda-cx-50-2024-select.",""
"1674","jeep-grand-cherokee-2025-laredo","2025","Jeep","Grand Cherokee","Laredo","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1675","jeep-grand-cherokee-2025-limited","2025","Jeep","Grand Cherokee","Limited","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1676","jeep-grand-cherokee-2025-overland","2025","Jeep","Grand Cherokee","Overland","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1677","jeep-grand-cherokee-2024-laredo","2024","Jeep","Grand Cherokee","Laredo","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1678","jeep-grand-cherokee-2024-limited","2024","Jeep","Grand Cherokee","Limited","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1679","jeep-grand-cherokee-2024-overland","2024","Jeep","Grand Cherokee","Overland","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1680","jeep-grand-cherokee-2023-laredo","2023","Jeep","Grand Cherokee","Laredo","","volume_suv","jeep","fixed_interval","C","https://manuals.startmycar.com/published/Jeep-Grand-Cherokee_2023_EN_US_d7726128d6.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","424","200","application/pdf","10ea38df4f38983175119b942b31a735ec2305b4bd4f1289527530ab97d71eaa","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 22667034 bytes, SHA-256 10ea38df4f38983175119b942b31a735ec2305b4bd4f1289527530ab97d71eaa. Tier C mirror host manuals.startmycar.com; PDF text identifies Jeep as publisher and confirms 2023 Grand Cherokee applicability. Primary validation row for this document.",""
"1681","jeep-grand-cherokee-2023-limited","2023","Jeep","Grand Cherokee","Limited","","volume_suv","jeep","fixed_interval","C","https://manuals.startmycar.com/published/Jeep-Grand-Cherokee_2023_EN_US_d7726128d6.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","jeep-grand-cherokee-2023-laredo","424","200","application/pdf","10ea38df4f38983175119b942b31a735ec2305b4bd4f1289527530ab97d71eaa","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 22667034 bytes, SHA-256 10ea38df4f38983175119b942b31a735ec2305b4bd4f1289527530ab97d71eaa. Tier C mirror host manuals.startmycar.com; PDF text identifies Jeep as publisher and confirms 2023 Grand Cherokee applicability. Same validated document shared from jeep-grand-cherokee-2023-laredo.",""
"1682","jeep-grand-cherokee-2023-overland","2023","Jeep","Grand Cherokee","Overland","","volume_suv","jeep","fixed_interval","C","https://manuals.startmycar.com/published/Jeep-Grand-Cherokee_2023_EN_US_d7726128d6.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","jeep-grand-cherokee-2023-laredo","424","200","application/pdf","10ea38df4f38983175119b942b31a735ec2305b4bd4f1289527530ab97d71eaa","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 22667034 bytes, SHA-256 10ea38df4f38983175119b942b31a735ec2305b4bd4f1289527530ab97d71eaa. Tier C mirror host manuals.startmycar.com; PDF text identifies Jeep as publisher and confirms 2023 Grand Cherokee applicability. Same validated document shared from jeep-grand-cherokee-2023-laredo.",""
"1683","jeep-grand-cherokee-2022-laredo","2022","Jeep","Grand Cherokee","Laredo","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1684","jeep-grand-cherokee-2022-limited","2022","Jeep","Grand Cherokee","Limited","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1685","jeep-grand-cherokee-2022-overland","2022","Jeep","Grand Cherokee","Overland","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1686","jeep-grand-cherokee-2021-laredo","2021","Jeep","Grand Cherokee","Laredo","","volume_suv","jeep","fixed_interval","C","https://manuals.startmycar.com/published/Jeep-Grand-Cherokee_2021_EN-US_US_d2b42f4998.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","400","200","application/pdf","9ad259f5702bcde22e2a867eef24d08fc2226a413eafc17c17a8ef7d3e3d6b72","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 28669987 bytes, SHA-256 9ad259f5702bcde22e2a867eef24d08fc2226a413eafc17c17a8ef7d3e3d6b72. Tier C mirror host manuals.startmycar.com; PDF text identifies Jeep as publisher and confirms 2021 Grand Cherokee applicability. Primary validation row for this document.",""
"1687","jeep-grand-cherokee-2021-limited","2021","Jeep","Grand Cherokee","Limited","","volume_suv","jeep","fixed_interval","C","https://manuals.startmycar.com/published/Jeep-Grand-Cherokee_2021_EN-US_US_d2b42f4998.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","jeep-grand-cherokee-2021-laredo","400","200","application/pdf","9ad259f5702bcde22e2a867eef24d08fc2226a413eafc17c17a8ef7d3e3d6b72","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 28669987 bytes, SHA-256 9ad259f5702bcde22e2a867eef24d08fc2226a413eafc17c17a8ef7d3e3d6b72. Tier C mirror host manuals.startmycar.com; PDF text identifies Jeep as publisher and confirms 2021 Grand Cherokee applicability. Same validated document shared from jeep-grand-cherokee-2021-laredo.",""
"1688","jeep-grand-cherokee-2021-overland","2021","Jeep","Grand Cherokee","Overland","","volume_suv","jeep","fixed_interval","C","https://manuals.startmycar.com/published/Jeep-Grand-Cherokee_2021_EN-US_US_d2b42f4998.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","jeep-grand-cherokee-2021-laredo","400","200","application/pdf","9ad259f5702bcde22e2a867eef24d08fc2226a413eafc17c17a8ef7d3e3d6b72","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 28669987 bytes, SHA-256 9ad259f5702bcde22e2a867eef24d08fc2226a413eafc17c17a8ef7d3e3d6b72. Tier C mirror host manuals.startmycar.com; PDF text identifies Jeep as publisher and confirms 2021 Grand Cherokee applicability. Same validated document shared from jeep-grand-cherokee-2021-laredo.",""
"1689","jeep-grand-cherokee-2020-laredo","2020","Jeep","Grand Cherokee","Laredo","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1690","jeep-grand-cherokee-2020-limited","2020","Jeep","Grand Cherokee","Limited","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1691","jeep-grand-cherokee-2020-overland","2020","Jeep","Grand Cherokee","Overland","","volume_suv","jeep","fixed_interval","D","","","","","no","","","","","","0.00","v3 OEM-first retry completed 2026-07-26; no uninspected URL promoted.","No direct public US-market Stellantis owner manual PDF with an extractable maintenance schedule was verified for this model year."
"1695","ford-bronco-sport-2024-base","2024","Ford","Bronco Sport","Base","","volume_suv","ford","fixed_interval","B","https://www.fordservicecontent.com/Ford_Content/Catalog/owner_information/2024_Ford_Bronco_Sport_Owners_Manual_version_1_om_EN-US.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","no","","518","200","application/pdf","def9633e9d9490643e41f1475707316bdfe3ff8bdc64baa6b629ec2aab2ff077","0.96","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 45245267 bytes, SHA-256 def9633e9d9490643e41f1475707316bdfe3ff8bdc64baa6b629ec2aab2ff077. OEM host www.fordservicecontent.com; extracted text confirms 2024 Bronco Sport applicability and a complete maintenance section. Primary validation row for this document.",""
"1696","ford-bronco-sport-2024-big-bend","2024","Ford","Bronco Sport","Big Bend","","volume_suv","ford","fixed_interval","B","https://www.fordservicecontent.com/Ford_Content/Catalog/owner_information/2024_Ford_Bronco_Sport_Owners_Manual_version_1_om_EN-US.pdf","","Owner manual / maintenance booklet","Scheduled Maintenance","yes","ford-bronco-sport-2024-base","518","200","application/pdf","def9633e9d9490643e41f1475707316bdfe3ff8bdc64baa6b629ec2aab2ff077","0.88","v3 retry validation passed 2026-07-26: HTTP 200, application/pdf, %PDF magic, 45245267 bytes, SHA-256 def9633e9d9490643e41f1475707316bdfe3ff8bdc64baa6b629ec2aab2ff077. OEM host www.fordservicecontent.com; extracted text confirms 2024 Bronco Sport applicability and a complete maintenance section. Same validated document shared from ford-bronco-sport-2024-base.",""
